央视频道,#genre#
TVBS新闻台,http://38.64.72.148/hls/modn/list/4027/chunklist1.m3u8
TVBS新闻台,https://4gtv.158.qzz.io/163189/59c88c85-193e-4be8-a7ed-6e225192abf1/
TVBS新闻台,http://jnzq.ohoyee.com:9080/live/xingjiaoge-tvbsxw.m3u8
镜新闻,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/c9b2313d-efdd-4777-9fae-573be8a86755/0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻,https://livedata.cloudokyo.cloud/hls/094041f3-7cb6-4dd1-a2e6-de1b1e6c8d29/hls_1080p/video.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
中天新闻,rtmp://221.4.216.91/live/332123-ztxw
中天新闻,rtmp://media.atmsiot.com/live/ztxw
中天新闻,http://jnzq.ohoyee.com:9080/live/332123-ztxw2.m3u8
中天新闻,rtmp://home.aceimage.cn/live/xiangjiaoge-ztxw
中天新闻,http://rihou.cc:555/tv/[Hv]中天新聞
中天新闻,rtmp://home.aceimage.cn/live/332123-ztxw
中天新闻,https://4g.158.qzz.io/163189/60f5c767b807519a
中天新闻,rtmp://ai.unispc.com/live/nb-py-ztxw
中旺电视,http://38.64.72.148/hls/modn/list/4010/chunklist1.m3u8
国会频道1,http://85.237.207.150:50007/of-4gtv-4gtv009/index.m3u8
国会频道1,http://220.135.64.124:5050/of-4gtv-4gtv009/index.m3u8?proxy=true

香港频道,#genre#
TVB PLUS,https://o11.163189.xyz/stream/tvb/tvbp/
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
无线新闻,http://cdn6.163189.xyz/163189/wxxw
天映经典,http://o11.163189.xyz/stream/live/ccm/
天映频道,http://o11.163189.xyz/stream/live/typd/
翡翠台,rtmp://demo2.anj365.com/live/xiangjiaoge-fc
翡翠台,http://o11.163189.xyz/stream/tvb/fct/
明珠台,https://o11.163189.xyz/stream/tvb/mzt/
华丽翡翠,http://o11.163189.xyz/stream/live/hlt/
千禧经典,http://o11.163189.xyz/stream/live/tvbc/

影视频道,#genre#
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
爱奇艺,http://o11.163189.xyz/stream/live/iqiyi/
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
梨园频道,http://112.86.202.37:8112/JSBC_iptv/C10000235@JSBC
龙华电影,http://rihou.cc:555/tv/[Pd]龙华电影
龙华经典,http://rihou.cc:555/tv/[Pd]龙华经典
龙华偶像,http://rihou.cc:555/tv/[Pd]龙华偶像
龙华日韩,http://rihou.cc:555/tv/[Pd]龙华日韩
龙华戏剧,http://rihou.cc:555/tv/[Pd]龙华戏剧
邵氏动作,http://rihou.cc:555/tv/[FY]邵氏动作
邵氏电影,http://rihou.cc:555/tv/[FY]邵氏电影
邵氏武侠,http://rihou.cc:555/tv/[FY]邵氏武侠
邵氏喜剧,http://rihou.cc:555/tv/[FY]邵氏喜剧

体育频道,#genre#
睛彩广场舞,http://112.86.202.37:8112/JSBC_iptv/C10000429@JSBC
睛彩竞技,http://112.86.202.37:8112/JSBC_iptv/C10000433@JSBC
睛彩篮球,http://112.86.202.37:8112/JSBC_iptv/C10000431@JSBC
睛彩青少,http://112.86.202.37:8112/JSBC_iptv/C10000428@JSBC

教育频道,#genre#
CETV-1,http://122.96.52.98:8006/JS_CUCC/G_CETV-1.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEv1o35%2BVkhqZg4WpI44LgYQLxkknW%2BHqbwwyg1PzUQok
CETV-1,http://112.86.202.37:8112/JSBC_iptv/C10000173@JSBC
CETV-2,http://122.96.52.98:8006/JS_CUCC/G_CETV-2.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEgWtscwZsLIeCX4lNPPVSa8LxkknW%2BHqbwwyg1PzUQok
CETV-3,http://122.96.52.98:8006/JS_CUCC/G_CETV-3.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEtKB43Jj647OcHilv0oxiEALxkknW%2BHqbwwyg1PzUQok
CETV-4,http://122.96.52.98:8006/JS_CUCC/G_CETV-4.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEiByI341AZF720jOgKAMqfALxkknW%2BHqbwwyg1PzUQok
CETV-4,http://112.86.202.37:8112/JSBC_iptv/C10000405@JSBC

少儿频道,#genre#
CCTV14少儿,http://122.96.52.98:8006/JS_CUCC/G_CCTV-14-HD.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEo3RDHuXMRWK8VyFam4v%2FtV4LedphZzylPEmlN2UDQol
CCTV14少儿,http://112.86.202.37:8112/JSBC_iptv/C10000121@JSBC
卡酷少儿,http://122.96.52.98:8006/JS_CUCC/G_KAKU.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEvCRWHH5zs7t0tvZkMZOkqLEl4iMNl0LfXN60kch0at8
卡酷少儿,http://112.86.202.37:8112/JSBC_iptv/C10000426@JSBC
嘉佳卡通,http://122.96.52.98:8006/JS_CUCC/G_JIAJIA.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjeasMvBuKP6GPZxFFWsFH4YUAl3uT6KyhhyA3GPqkYe
金鹰卡通,http://122.96.52.98:8006/JS_CUCC/G_JINYING.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEhq0dyfDyv%2BvSb71EJmi%2FwuxTZEnSNJCJ6fNvBQEArTZ
金鹰卡通,http://112.86.202.37:8112/JSBC_iptv/C10000216@JSBC
优漫卡通,http://122.96.52.98:8006/JS_CUCC/G_YOUMAN.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEoaYG6bplRDRKBOwZRNifGgYUAl3uT6KyhhyA3GPqkYe
优漫卡通,http://112.86.202.37:8112/JSBC_iptv/C10000228@JSBC
南京少儿,http://122.96.52.98:8006/JS_CUCC/G_NJSE.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtErV9ZZLHPB2iNJDmdQ9xIhzEl4iMNl0LfXN60kch0at8

南京频道,#genre#
南京新闻综合,http://122.96.52.98:8006/JS_CUCC/G_NJXW.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEoMjcH0bdretQeGgwOgFK%2FnEl4iMNl0LfXN60kch0at8
南京十八·生活,http://122.96.52.98:8006/JS_CUCC/G_NJSB.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEqlM1l%2BeoFKI8wnHz%2FUgbsbEl4iMNl0LfXN60kch0at8
南京教科,http://122.96.52.98:8006/JS_CUCC/G_NJJK.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEiGqx7T0gmg2iKRDXWqfssbEl4iMNl0LfXN60kch0at8
南京少儿,http://122.96.52.98:8006/JS_CUCC/G_NJSE.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtErV9ZZLHPB2iNJDmdQ9xIhzEl4iMNl0LfXN60kch0at8
南京文旅纪录,http://122.96.52.98:8006/JS_CUCC/G_NJYL.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEjFqfQRndUrBSsUh%2BqRc5aPEl4iMNl0LfXN60kch0at8
南京影视,http://122.96.52.98:8006/JS_CUCC/G_NJYS.m3u8?Authinfo=%2BLV5NjPbEZEr5hC6nnbtEryOYppBCaGCbwBoicbAMYfEl4iMNl0LfXN60kch0at8

西安频道,#genre#
西安都市,http://xatv-yt.xiancity.cn/live/2/index.m3u8
西安丝路,http://xatv-yt.xiancity.cn/live/5/index.m3u8
西安戏剧,http://xatv-yt.xiancity.cn/live/4/index.m3u8
西安移动,http://xatv-yt.xiancity.cn/live/7/index.m3u8
西安综合,http://xatv-yt.xiancity.cn/live/1/index.m3u8

熊猫频道,#genre#
熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
熊猫高清,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm1gq
熊猫频道1,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm1
熊猫频道2,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm2
熊猫频道3,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm3
熊猫频道4,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm4
熊猫频道5,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm5
熊猫频道6,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm6
熊猫频道7,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm7
熊猫频道8,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm8
熊猫频道9,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm9
熊猫频道10,http://110.42.52.180:6688/live/live.php?token=8O3reADW&id=xm10

音乐频道,#genre#
VEVO,https://d128y56w6v2kax.cloudfront.net/playlist/amg00056-vevotv-vevopopau-samsungau/playlist.m3u8

4K频道,#genre#
北京卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000425@JSBC
北京卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000435@JSBC
东方卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000463@JSBC
广东卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000436@JSBC
湖南卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000461@JSBC
江苏卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000454@JSBC
江苏卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000455@JSBC
山东卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000465@JSBC
深圳卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000438@JSBC
四川卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000459@JSBC
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
浙江卫视4K,http://112.86.202.37:8112/JSBC_iptv/C10000457@JSBC
